
8.160000, 9.184000
12.280000, 8.772000
6.920000, 9.308000
15.160000, 8.484000
8.680000, 9.132000
12.640000, 8.736000
10.640000, 8.936000
12.960000, 8.704000
11.600000, 8.840000
12.560000, 8.744000
6.280000, 9.372000
8.640000, 9.136000
8.520000, 9.148000
14.680000, 8.532000
10.720000, 8.928000
14.720000, 8.528000
10.600000, 8.940000
10.520000, 8.948000
10.160000, 8.984000
9.440000, 9.056000
10.680000, 8.932000
11.960000, 8.804000
11.560000, 8.844000
12.720000, 8.728000
8.520000, 9.148000
6.480000, 9.352000
12.560000, 8.744000
2.840000, 9.716000
9.560000, 9.044000
9.520000, 9.048000
12.520000, 8.748000
11.440000, 8.856000
10.760000, 8.924000
9.960000, 9.004000
11.760000, 8.824000
5.480000, 9.452000
14.080000, 8.592000
11.480000, 8.852000
13.800000, 8.620000
8.760000, 9.124000
6.480000, 9.352000
13.640000, 8.636000
11.280000, 8.872000
12.240000, 8.776000
8.680000, 9.132000
6.680000, 9.332000
2.520000, 9.748000
8.200000, 9.180000
13.000000, 8.700000
11.040000, 8.896000
11.680000, 8.832000
12.000000, 8.800000
9.960000, 9.004000
9.520000, 9.048000
-0.760000, 10.076000
7.360000, 9.264000
15.080000, 8.492000
5.920000, 9.408000
13.560000, 8.644000
8.360000, 9.164000
13.000000, 8.700000
9.760000, 9.024000
7.280000, 9.272000
14.440000, 8.556000
14.160000, 8.584000
7.880000, 9.212000
12.200000, 8.780000
8.800000, 9.120000
13.480000, 8.652000
13.080000, 8.692000
7.360000, 9.264000
1.240000, 9.876000
5.800000, 9.420000
7.280000, 9.272000
10.040000, 8.996000
14.000000, 8.600000
12.920000, 8.708000
14.240000, 8.576000
6.440000, 9.356000
8.520000, 9.148000
11.120000, 8.888000
6.720000, 9.328000
5.400000, 9.460000
5.680000, 9.432000
15.520000, 8.448000
6.000000, 9.400000
8.240000, 9.176000
15.000000, 8.500000
14.800000, 8.520000
13.840000, 8.616000
2.400000, 9.760000
13.400000, 8.660000
13.280000, 8.672000
11.200000, 8.880000
8.840000, 9.116000
10.000000, 9.000000
5.720000, 9.428000
9.240000, 9.076000
15.480000, 8.452000
2.680000, 9.732000
