
10.120000, 8.988000
9.904000, 9.009600
9.852000, 9.014800
10.466000, 8.953400
9.252000, 9.074800
10.770000, 8.923000
10.556000, 8.944400
9.222000, 9.077800
9.450000, 9.055000
10.726000, 8.927400
10.322000, 8.967800
8.954000, 9.104600
9.606000, 9.039400
10.826000, 8.917400
9.180000, 9.082000
10.536000, 8.946400
9.092000, 9.090800
8.770000, 9.123000
9.784000, 9.021600
9.948000, 9.005200
10.204000, 8.979600
9.906000, 9.009400
8.312000, 9.168800
10.050000, 8.995000
7.998000, 9.200200
8.876000, 9.112400
9.314000, 9.068600
8.970000, 9.103000
9.358000, 9.064200
8.216000, 9.178400
9.790000, 9.021000
8.630000, 9.137000
10.318000, 8.968200
10.078000, 8.992200
10.448000, 8.955200
10.406000, 8.959400
9.650000, 9.035000
10.082000, 8.991800
9.788000, 9.021200
9.742000, 9.025800
9.488000, 9.051200
11.084000, 8.891600
9.674000, 9.032600
10.468000, 8.953200
10.332000, 8.966800
9.112000, 9.088800
9.512000, 9.048800
9.026000, 9.097400
10.704000, 8.929600
11.006000, 8.899400
10.722000, 8.927800
10.220000, 8.978000
10.918000, 8.908200
10.790000, 8.921000
9.472000, 9.052800
9.510000, 9.049000
9.032000, 9.096800
11.596000, 8.840400
9.462000, 9.053800
9.444000, 9.055600
10.792000, 8.920800
11.074000, 8.892600
11.048000, 8.895200
9.788000, 9.021200
10.460000, 8.954000
8.394000, 9.160600
9.894000, 9.010600
8.998000, 9.100200
10.294000, 8.970600
10.376000, 8.962400
10.596000, 8.940400
9.954000, 9.004600
9.732000, 9.026800
9.756000, 9.024400
10.516000, 8.948400
9.706000, 9.029400
10.450000, 8.955000
11.322000, 8.867800
9.890000, 9.011000
9.202000, 9.079800
10.314000, 8.968600
10.586000, 8.941400
10.618000, 8.938200
10.122000, 8.987800
9.918000, 9.008200
9.260000, 9.074000
9.748000, 9.025200
11.182000, 8.881800
10.864000, 8.913600
9.188000, 9.081200
8.832000, 9.116800
8.560000, 9.144000
9.800000, 9.020000
9.182000, 9.081800
9.914000, 9.008600
11.044000, 8.895600
8.396000, 9.160400
9.760000, 9.024000
11.126000, 8.887400
10.198000, 8.980200
