porcentaje_ocio,media_en_cola
31.6965,1.46922
34.627,1.14669
33.5018,1.22541
32.3318,1.3597
33.435,1.31357
31.8539,1.403
33.8415,1.30411
34.4069,1.3076
33.155,1.29121
33.6431,1.23373
33.1967,1.34746
33.3861,1.24517
34.4638,1.24443
33.2292,1.31461
33.3767,1.52251
33.9547,1.23575
32.8052,1.36866
32.7339,1.30423
32.2209,1.38749
34.022,1.33674
31.7559,1.3837
33.3368,1.4287
33.4234,1.31971
34.6151,1.22338
32.7272,1.37642
33.8595,1.36962
33.7229,1.28219
34.895,1.14421
33.3309,1.34918
32.5772,1.36596
33.3507,1.21541
33.6478,1.2803
32.8509,1.38219
33.6882,1.286
32.9855,1.40951
33.68,1.29517
33.6639,1.37447
33.5879,1.19655
33.4285,1.24531
32.7947,1.25126
32.6435,1.42297
33.9371,1.24227
34.289,1.23773
33.9064,1.31408
32.976,1.33852
33.5183,1.24393
31.9816,1.53352
34.4177,1.35093
32.7267,1.40833
33.4952,1.20127
33.0211,1.3566
33.2098,1.34935
32.8743,1.36842
34.2407,1.30341
31.3693,1.43767
33.3829,1.21379
32.2198,1.33301
33.5124,1.24377
33.6916,1.30092
34.407,1.28091
33.639,1.26689
35.4661,1.17615
32.1312,1.50765
33.165,1.39488
33.3233,1.32097
33.2349,1.31639
32.9767,1.48817
33.4714,1.32291
33.2845,1.23315
33.0967,1.31111
32.9015,1.43417
34.3636,1.20742
33.6914,1.28282
33.8158,1.29112
32.8954,1.4025
31.4352,1.50205
33.8171,1.35558
32.2876,1.44509
32.8126,1.4767
33.2243,1.35641
33.6315,1.40607
33.7663,1.47777
32.4211,1.38427
34.4543,1.28046
32.7053,1.40066
34.2464,1.26602
32.8792,1.31375
32.9242,1.32851
33.7833,1.42691
33.397,1.26554
35.7715,1.09428
33.7451,1.43286
32.6777,1.37312
31.4102,1.53231
33.9559,1.28455
32.7624,1.4032
32.8553,1.40557
34.6177,1.2875
35.2113,1.34507
31.5791,1.48074
32.9517,1.26781
34.3907,1.29671
31.4018,1.42392
33.2707,1.45099
34.2045,1.25969
34.7321,1.14401
34.1435,1.26513
34.6124,1.17945
33.0084,1.33631
32.2646,1.52718
32.6053,1.3405
34.7225,1.20688
32.9611,1.41371
