	t	x	y	pescados
	90	1.75099e+06	50.4256	81.25
	91	1.82732e+06	50.8266	81.25
	92	1.90504e+06	51.2483	81.25
	93	1.98399e+06	51.6914	81.25
	94	2.06403e+06	52.1568	81.25
	95	2.14501e+06	52.6452	81.25
	96	2.22676e+06	53.1574	81.25
	97	2.3091e+06	53.6942	81.25
	98	2.39185e+06	54.2562	81.25
	99	2.47485e+06	54.8443	81.25
	100	2.55789e+06	55.4593	81.25
	101	2.64081e+06	56.1018	81.25
	102	2.72341e+06	56.7725	81.25
	103	2.80552e+06	57.4724	81.25
	104	2.88696e+06	58.2019	81.25
	105	2.96756e+06	58.962	81.25
	106	3.04715e+06	59.7532	81.25
	107	3.12559e+06	60.5763	81.25
	108	3.20273e+06	61.4319	81.25
	109	3.27843e+06	62.3207	81.25
	110	3.35257e+06	63.2434	81.25
	111	3.42505e+06	64.2007	81.25
	112	3.49575e+06	65.1931	81.25
	113	3.56459e+06	66.2214	81.25
	114	3.63151e+06	67.2862	81.25
	115	3.69643e+06	68.388	81.25
	116	3.7593e+06	69.5277	81.25
	117	3.8201e+06	70.7056	81.25
	118	3.87879e+06	71.9226	81.25
	119	3.93535e+06	73.1792	81.25
	120	3.98978e+06	74.4761	81.25
	121	4.04209e+06	75.8138	81.25
	122	4.09228e+06	77.1932	81.25
	123	4.14038e+06	78.6147	81.25
	124	4.18642e+06	80.079	81.25
	125	4.23042e+06	81.5869	81.25
	126	4.27243e+06	83.139	81.25
	127	4.3125e+06	84.736	81.25
	128	4.35066e+06	86.3786	81.25
	129	4.38699e+06	88.0675	81.25
	130	4.42152e+06	89.8035	81.25
	131	4.45431e+06	91.5873	81.25
	132	4.48544e+06	93.4197	81.25
	133	4.51495e+06	95.3015	81.25
	134	4.54291e+06	97.2335	81.25
	135	4.56937e+06	99.2165	81.25
	136	4.59441e+06	101.251	81.25
	137	4.61807e+06	103.339	81.25
	138	4.64043e+06	105.481	81.25
	139	4.66153e+06	107.677	81.25
	140	4.68144e+06	109.928	81.25
	141	4.70022e+06	112.236	81.25
	142	4.71791e+06	114.602	81.25
	143	4.73458e+06	117.027	81.25
	144	4.75027e+06	119.511	81.25
	145	4.76504e+06	122.056	81.25
	146	4.77892e+06	124.663	81.25
	147	4.79198e+06	127.332	81.25
	148	4.80425e+06	130.067	81.25
	149	4.81577e+06	132.866	81.25
	150	4.82659e+06	135.733	81.25
	151	4.83674e+06	138.667	81.25
	152	4.84627e+06	141.671	81.25
	153	4.85521e+06	144.746	81.25
	154	4.86358e+06	147.893	81.25
	155	4.87143e+06	151.113	81.25
	156	4.87878e+06	154.409	81.25
	157	4.88567e+06	157.781	81.25
	158	4.89211e+06	161.23	81.25
	159	4.89814e+06	164.76	81.25
	160	4.90377e+06	168.371	81.25
	161	4.90904e+06	172.065	81.25
	162	4.91397e+06	175.843	81.25
	163	4.91857e+06	179.708	81.25
	164	4.92286e+06	183.661	81.25
	165	4.92686e+06	187.704	81.25
	166	4.9306e+06	191.838	81.25
	167	4.93407e+06	196.067	81.25
	168	4.93731e+06	200.391	81.25
	169	4.94033e+06	204.812	81.25
	170	4.94313e+06	209.334	81.25
	171	4.94574e+06	213.957	81.25
	172	4.94815e+06	218.684	81.25
	173	4.95039e+06	223.517	81.25
	174	4.95247e+06	228.459	81.25
	175	4.95439e+06	233.511	81.25
	176	4.95616e+06	238.676	81.25
	177	4.9578e+06	243.956	81.25
	178	4.95931e+06	249.354	81.25
	179	4.96069e+06	254.872	81.25
	180	4.96196e+06	260.513	81.25
	181	4.96312e+06	266.279	81.25
	182	4.96418e+06	272.174	81.25
	183	4.96514e+06	278.199	81.25
	184	4.96601e+06	284.357	81.25
	185	4.9668e+06	290.652	81.25
	186	4.96751e+06	297.086	81.25
	187	4.96814e+06	303.662	81.25
	188	4.96869e+06	310.383	81.25
	189	4.96918e+06	317.253	81.25
	190	4.96961e+06	324.273	81.25
	191	4.96997e+06	331.449	81.25
	192	4.97027e+06	338.781	81.25
	193	4.97052e+06	346.275	81.25
	194	4.97072e+06	353.934	81.25
	195	4.97086e+06	361.76	81.25
	196	4.97096e+06	369.758	81.25
	197	4.97102e+06	377.931	81.25
	198	4.97103e+06	386.282	81.25
	199	4.97099e+06	394.816	81.25
	200	4.97092e+06	403.537	81.25
	201	4.97081e+06	412.447	81.25
	202	4.97067e+06	421.552	81.25
	203	4.97049e+06	430.855	81.25
	204	4.97027e+06	440.36	81.25
	205	4.97002e+06	450.072	81.25
	206	4.96974e+06	459.995	81.25
	207	4.96943e+06	470.133	81.25
	208	4.96909e+06	480.491	81.25
	209	4.96872e+06	491.073	81.25
	210	4.96833e+06	501.883	81.25
	211	4.9679e+06	512.928	81.25
	212	4.96745e+06	524.211	81.25
	213	4.96697e+06	535.737	81.25
	214	4.96647e+06	547.511	81.25
	215	4.96594e+06	559.539	81.25
	216	4.96538e+06	571.825	81.25
	217	4.9648e+06	584.376	81.25
	218	4.9642e+06	597.195	81.25
	219	4.96357e+06	610.289	81.25
	220	4.96292e+06	623.663	81.25
	221	4.96224e+06	637.324	81.25
	222	4.96154e+06	651.275	81.25
	223	4.96082e+06	665.525	81.25
	224	4.96007e+06	680.078	81.25
	225	4.9593e+06	694.94	81.25
	226	4.9585e+06	710.118	81.25
	227	4.95768e+06	725.619	81.25
	228	4.95684e+06	741.447	81.25
	229	4.95597e+06	757.611	81.25
	230	4.95508e+06	774.116	81.25
	231	4.95417e+06	790.969	81.25
	232	4.95323e+06	808.178	81.25
	233	4.95226e+06	825.748	81.25
	234	4.95128e+06	843.688	81.25
	235	4.95026e+06	862.004	81.25
	236	4.94922e+06	880.703	81.25
	237	4.94816e+06	899.793	81.25
	238	4.94706e+06	919.282	81.25
	239	4.94595e+06	939.177	81.25
	240	4.9448e+06	959.486	81.25
	241	4.94363e+06	980.216	81.25
	242	4.94243e+06	1001.38	81.25
	243	4.9412e+06	1022.97	81.25
	244	4.93995e+06	1045.02	81.25
	245	4.93866e+06	1067.52	81.25
	246	4.93735e+06	1090.48	81.25
	247	4.93601e+06	1113.91	81.25
	248	4.93463e+06	1137.82	81.25
	249	4.93323e+06	1162.22	81.25
	250	4.9318e+06	1187.12	81.25
	251	4.93033e+06	1212.53	81.25
	252	4.92883e+06	1238.45	81.25
	253	4.9273e+06	1264.89	81.25
	254	4.92573e+06	1291.88	81.25
	255	4.92413e+06	1319.4	81.25
	256	4.9225e+06	1347.48	81.25
	257	4.92083e+06	1376.12	81.25
	258	4.91913e+06	1405.34	81.25
	259	4.91739e+06	1435.14	81.25
	260	4.91561e+06	1465.53	81.25
	261	4.91379e+06	1496.52	81.25
	262	4.91194e+06	1528.13	81.25
	263	4.91005e+06	1560.37	81.25
	264	4.90811e+06	1593.23	81.25
	265	4.90614e+06	1626.74	81.25
	266	4.90413e+06	1660.91	81.25
	267	4.90207e+06	1695.74	81.25
	268	4.89997e+06	1731.26	81.25
	269	4.89783e+06	1767.45	81.25
	270	4.89564e+06	1804.35	81.25
	271	4.89341e+06	1841.96	81.25
	272	4.89113e+06	1880.28	81.25
	273	4.8888e+06	1919.34	81.25
	274	4.88643e+06	1959.15	81.25
	275	4.88401e+06	1999.71	81.25
	276	4.88154e+06	2041.03	81.25
	277	4.87902e+06	2083.13	81.25
	278	4.87645e+06	2126.02	81.25
	279	4.87383e+06	2169.71	81.25
	280	4.87115e+06	2214.21	81.25
	281	4.86842e+06	2259.53	81.25
	282	4.86564e+06	2305.69	81.25
	283	4.8628e+06	2352.69	81.25
	284	4.8599e+06	2400.55	81.25
	285	4.85695e+06	2449.28	81.25
	286	4.85394e+06	2498.89	81.25
	287	4.85087e+06	2549.4	81.25
	288	4.84773e+06	2600.8	81.25
	289	4.84454e+06	2653.12	81.25
	290	4.84129e+06	2706.37	81.25
	291	4.83797e+06	2760.55	81.25
	292	4.83458e+06	2815.68	81.25
	293	4.83114e+06	2871.76	81.25
	294	4.82762e+06	2928.82	81.25
	295	4.82404e+06	2986.86	81.25
	296	4.82039e+06	3045.89	81.25
	297	4.81667e+06	3105.92	81.25
	298	4.81288e+06	3166.96	81.25
	299	4.80901e+06	3229.03	81.25
	300	4.80508e+06	3292.12	81.25
	301	4.80107e+06	3356.26	81.25
	302	4.79698e+06	3421.45	81.25
	303	4.79282e+06	3487.7	81.25
	304	4.78859e+06	3555.02	81.25
	305	4.78427e+06	3623.42	81.25
	306	4.77987e+06	3692.91	81.25
	307	4.7754e+06	3763.49	81.25
	308	4.77084e+06	3835.18	81.25
	309	4.7662e+06	3907.98	81.25
	310	4.76148e+06	3981.89	81.25
	311	4.75667e+06	4056.93	81.25
	312	4.75177e+06	4133.11	81.25
	313	4.74679e+06	4210.42	81.25
	314	4.74172e+06	4288.88	81.25
	315	4.73656e+06	4368.48	81.25
	316	4.73131e+06	4449.24	81.25
	317	4.72597e+06	4531.16	81.25
	318	4.72053e+06	4614.24	81.25
	319	4.715e+06	4698.49	81.25
	320	4.70938e+06	4783.91	81.25
	321	4.70366e+06	4870.5	81.25
	322	4.69784e+06	4958.26	81.25
	323	4.69193e+06	5047.2	81.25
	324	4.68592e+06	5137.31	81.25
	325	4.6798e+06	5228.6	81.25
	326	4.67359e+06	5321.06	81.25
	327	4.66727e+06	5414.69	81.25
	328	4.66085e+06	5509.5	81.25
	329	4.65433e+06	5605.48	81.25
	330	4.6477e+06	5702.62	81.25
	331	4.64097e+06	5800.92	81.25
	332	4.63413e+06	5900.38	81.25
	333	4.62718e+06	6000.98	81.25
	334	4.62012e+06	6102.74	81.25
	335	4.61295e+06	6205.63	81.25
	336	4.60567e+06	6309.65	81.25
	337	4.59829e+06	6414.79	81.25
	338	4.59078e+06	6521.04	81.25
	339	4.58317e+06	6628.39	81.25
	340	4.57544e+06	6736.83	81.25
	341	4.5676e+06	6846.34	81.25
	342	4.55965e+06	6956.92	81.25
	343	4.55158e+06	7068.55	81.25
	344	4.54339e+06	7181.22	81.25
	345	4.53509e+06	7294.9	81.25
	346	4.52667e+06	7409.58	81.25
	347	4.51813e+06	7525.25	81.25
	348	4.50947e+06	7641.89	81.25
	349	4.5007e+06	7759.47	81.25
	350	4.4918e+06	7877.97	81.25
	351	4.48279e+06	7997.38	81.25
	352	4.47366e+06	8117.68	81.25
	353	4.4644e+06	8238.83	81.25
	354	4.45503e+06	8360.81	81.25
	355	4.44554e+06	8483.61	81.25
	356	4.43592e+06	8607.19	81.25
	357	4.42619e+06	8731.52	81.25
	358	4.41634e+06	8856.59	81.25
	359	4.40636e+06	8982.35	81.25
	360	4.39627e+06	9108.79	81.25
	361	4.38605e+06	9235.86	81.25
	362	4.37572e+06	9363.55	81.25
	363	4.36526e+06	9491.81	81.25
	364	4.35469e+06	9620.61	81.25
	365	4.34399e+06	9749.93	81.25
	366	4.36427e+06	3471.77	6418.7
	367	4.38328e+06	3532.28	6418.7
	368	4.40105e+06	3594	6418.7
	369	4.41765e+06	3656.93	6418.7
	370	4.4331e+06	3721.09	6418.7
	371	4.44747e+06	3786.47	6418.7
	372	4.46078e+06	3853.08	6418.7
	373	4.47309e+06	3920.92	6418.7
	374	4.48444e+06	3990	6418.7
	375	4.49486e+06	4060.32	6418.7
	376	4.50439e+06	4131.87	6418.7
	377	4.51308e+06	4204.68	6418.7
	378	4.52096e+06	4278.72	6418.7
	379	4.52806e+06	4354.02	6418.7
	380	4.53442e+06	4430.57	6418.7
	381	4.54006e+06	4508.36	6418.7
	382	4.54503e+06	4587.41	6418.7
	383	4.54934e+06	4667.72	6418.7
	384	4.55303e+06	4749.27	6418.7
	385	4.55612e+06	4832.08	6418.7
	386	4.55865e+06	4916.14	6418.7
	387	4.56062e+06	5001.45	6418.7
	388	4.56208e+06	5088.01	6418.7
	389	4.56303e+06	5175.82	6418.7
	390	4.5635e+06	5264.87	6418.7
	391	4.5635e+06	5355.16	6418.7
	392	4.56307e+06	5446.69	6418.7
	393	4.56221e+06	5539.45	6418.7
	394	4.56094e+06	5633.45	6418.7
	395	4.55928e+06	5728.66	6418.7
	396	4.55724e+06	5825.09	6418.7
	397	4.55484e+06	5922.74	6418.7
	398	4.55209e+06	6021.58	6418.7
	399	4.549e+06	6121.62	6418.7
	400	4.54559e+06	6222.84	6418.7
	401	4.54186e+06	6325.24	6418.7
	402	4.53783e+06	6428.81	6418.7
	403	4.5335e+06	6533.53	6418.7
	404	4.52889e+06	6639.39	6418.7
	405	4.52401e+06	6746.38	6418.7
	406	4.51885e+06	6854.49	6418.7
	407	4.51344e+06	6963.7	6418.7
	408	4.50778e+06	7074	6418.7
	409	4.50187e+06	7185.37	6418.7
	410	4.49573e+06	7297.79	6418.7
	411	4.48935e+06	7411.24	6418.7
	412	4.48275e+06	7525.72	6418.7
	413	4.47593e+06	7641.19	6418.7
	414	4.46889e+06	7757.64	6418.7
	415	4.46165e+06	7875.05	6418.7
	416	4.4542e+06	7993.39	6418.7
	417	4.44654e+06	8112.64	6418.7
	418	4.4387e+06	8232.78	6418.7
	419	4.43066e+06	8353.78	6418.7
	420	4.42243e+06	8475.61	6418.7
	421	4.41402e+06	8598.26	6418.7
	422	4.40542e+06	8721.69	6418.7
	423	4.39665e+06	8845.88	6418.7
	424	4.3877e+06	8970.78	6418.7
	425	4.37858e+06	9096.39	6418.7
	426	4.3693e+06	9222.66	6418.7
	427	4.35985e+06	9349.56	6418.7
	428	4.35023e+06	9477.06	6418.7
	429	4.34045e+06	9605.13	6418.7
	430	4.33052e+06	9733.74	6418.7
	431	4.32043e+06	9862.84	6418.7
	432	4.31019e+06	9992.4	6418.7
	433	4.29979e+06	10122.4	6418.7
	434	4.28925e+06	10252.8	6418.7
	435	4.27856e+06	10383.5	6418.7
	436	4.26773e+06	10514.6	6418.7
	437	4.25675e+06	10645.9	6418.7
	438	4.24564e+06	10777.4	6418.7
	439	4.23439e+06	10909.2	6418.7
	440	4.223e+06	11041.1	6418.7
	441	4.21148e+06	11173.1	6418.7
	442	4.19982e+06	11305.2	6418.7
	443	4.18804e+06	11437.4	6418.7
	444	4.17613e+06	11569.5	6418.7
	445	4.16409e+06	11701.6	6418.7
	446	4.15194e+06	11833.6	6418.7
	447	4.13966e+06	11965.4	6418.7
	448	4.12726e+06	12097.1	6418.7
	449	4.11474e+06	12228.5	6418.7
	450	4.10211e+06	12359.7	6418.7
	451	4.08936e+06	12490.6	6418.7
	452	4.07651e+06	12621.1	6418.7
	453	4.06354e+06	12751.3	6418.7
	454	4.05047e+06	12881	6418.7
	455	4.03729e+06	13010.2	6418.7
	456	4.02402e+06	13138.9	6418.7
	457	4.01064e+06	13267	6418.7
	458	3.99716e+06	13394.5	6418.7
	459	3.98359e+06	13521.4	6418.7
	460	3.96992e+06	13647.6	6418.7
	461	3.95616e+06	13773.1	6418.7
	462	3.94231e+06	13897.7	6418.7
	463	3.92838e+06	14021.6	6418.7
	464	3.91436e+06	14144.6	6418.7
	465	3.90025e+06	14266.7	6418.7
	466	3.88607e+06	14387.9	6418.7
	467	3.87181e+06	14508.2	6418.7
	468	3.85747e+06	14627.4	6418.7
	469	3.84306e+06	14745.5	6418.7
	470	3.82858e+06	14862.6	6418.7
	471	3.81404e+06	14978.6	6418.7
	472	3.79942e+06	15093.5	6418.7
	473	3.78474e+06	15207.1	6418.7
	474	3.77e+06	15319.5	6418.7
	475	3.7552e+06	15430.7	6418.7
	476	3.74035e+06	15540.6	6418.7
	477	3.72544e+06	15649.3	6418.7
	478	3.71048e+06	15756.5	6418.7
	479	3.69547e+06	15862.4	6418.7
	480	3.68041e+06	15966.9	6418.7
	481	3.66531e+06	16070	6418.7
	482	3.65017e+06	16171.7	6418.7
	483	3.63498e+06	16271.8	6418.7
	484	3.61976e+06	16370.5	6418.7
	485	3.60451e+06	16467.7	6418.7
	486	3.58922e+06	16563.4	6418.7
	487	3.57391e+06	16657.5	6418.7
	488	3.55856e+06	16750	6418.7
	489	3.54319e+06	16840.9	6418.7
	490	3.5278e+06	16930.2	6418.7
	491	3.51239e+06	17017.9	6418.7
	492	3.49696e+06	17104	6418.7
	493	3.48151e+06	17188.4	6418.7
	494	3.46605e+06	17271.2	6418.7
	495	3.45058e+06	17352.3	6418.7
	496	3.4351e+06	17431.7	6418.7
	497	3.41961e+06	17509.4	6418.7
	498	3.40412e+06	17585.4	6418.7
	499	3.38863e+06	17659.7	6418.7
	500	3.37313e+06	17732.3	6418.7
	501	3.35764e+06	17803.2	6418.7
	502	3.34215e+06	17872.4	6418.7
	503	3.32667e+06	17939.8	6418.7
	504	3.3112e+06	18005.5	6418.7
	505	3.29574e+06	18069.5	6418.7
	506	3.28029e+06	18131.8	6418.7
	507	3.26485e+06	18192.3	6418.7
	508	3.24943e+06	18251.1	6418.7
	509	3.23403e+06	18308.2	6418.7
	510	3.21865e+06	18363.6	6418.7
	511	3.20329e+06	18417.3	6418.7
	512	3.18795e+06	18469.3	6418.7
	513	3.17264e+06	18519.6	6418.7
	514	3.15736e+06	18568.1	6418.7
	515	3.1421e+06	18615	6418.7
	516	3.12688e+06	18660.2	6418.7
	517	3.11169e+06	18703.8	6418.7
	518	3.09653e+06	18745.7	6418.7
	519	3.08141e+06	18785.9	6418.7
	520	3.06633e+06	18824.6	6418.7
	521	3.05128e+06	18861.6	6418.7
	522	3.03627e+06	18896.9	6418.7
	523	3.02131e+06	18930.7	6418.7
	524	3.00639e+06	18962.9	6418.7
	525	2.99151e+06	18993.5	6418.7
	526	2.97668e+06	19022.6	6418.7
	527	2.96189e+06	19050.1	6418.7
	528	2.94715e+06	19076.1	6418.7
	529	2.93247e+06	19100.6	6418.7
	530	2.91783e+06	19123.6	6418.7
	531	2.90324e+06	19145.1	6418.7
	532	2.88871e+06	19165.2	6418.7
	533	2.87423e+06	19183.8	6418.7
	534	2.8598e+06	19200.9	6418.7
	535	2.84543e+06	19216.7	6418.7
	536	2.83112e+06	19231.1	6418.7
	537	2.81687e+06	19244.1	6418.7
	538	2.80267e+06	19255.7	6418.7
	539	2.78853e+06	19266	6418.7
	540	2.77446e+06	19275	6418.7
	541	2.76044e+06	19282.7	6418.7
	542	2.74649e+06	19289.2	6418.7
	543	2.7326e+06	19294.3	6418.7
	544	2.71877e+06	19298.2	6418.7
	545	2.705e+06	19300.9	6418.7
	546	2.6913e+06	19302.4	6418.7
	547	2.67767e+06	19302.7	6418.7
	548	2.6641e+06	19301.8	6418.7
	549	2.6506e+06	19299.8	6418.7
	550	2.63717e+06	19296.7	6418.7
	551	2.6238e+06	19292.5	6418.7
	552	2.6105e+06	19287.2	6418.7
	553	2.59727e+06	19280.8	6418.7
	554	2.58411e+06	19273.4	6418.7
	555	2.57101e+06	19264.9	6418.7
	556	2.55799e+06	19255.4	6418.7
	557	2.54504e+06	19245	6418.7
	558	2.53215e+06	19233.6	6418.7
	559	2.51934e+06	19221.2	6418.7
	560	2.5066e+06	19207.9	6418.7
	561	2.49393e+06	19193.7	6418.7
	562	2.48133e+06	19178.6	6418.7
	563	2.4688e+06	19162.6	6418.7
	564	2.45634e+06	19145.8	6418.7
	565	2.44396e+06	19128.1	6418.7
	566	2.43164e+06	19109.6	6418.7
	567	2.4194e+06	19090.3	6418.7
	568	2.40723e+06	19070.2	6418.7
	569	2.39514e+06	19049.4	6418.7
	570	2.38311e+06	19027.8	6418.7
	571	2.37116e+06	19005.5	6418.7
	572	2.35928e+06	18982.5	6418.7
	573	2.34748e+06	18958.7	6418.7
	574	2.33574e+06	18934.3	6418.7
	575	2.32408e+06	18909.3	6418.7
	576	2.31249e+06	18883.5	6418.7
	577	2.30097e+06	18857.2	6418.7
	578	2.28953e+06	18830.2	6418.7
	579	2.27816e+06	18802.7	6418.7
	580	2.26686e+06	18774.5	6418.7
	581	2.25563e+06	18745.8	6418.7
	582	2.24447e+06	18716.5	6418.7
	583	2.23339e+06	18686.7	6418.7
	584	2.22238e+06	18656.4	6418.7
	585	2.21144e+06	18625.6	6418.7
	586	2.20057e+06	18594.3	6418.7
	587	2.18977e+06	18562.5	6418.7
	588	2.17904e+06	18530.2	6418.7
	589	2.16839e+06	18497.5	6418.7
	590	2.1578e+06	18464.3	6418.7
	591	2.14729e+06	18430.7	6418.7
	592	2.13684e+06	18396.7	6418.7
	593	2.12647e+06	18362.3	6418.7
	594	2.11617e+06	18327.6	6418.7
	595	2.10593e+06	18292.4	6418.7
	596	2.09577e+06	18256.9	6418.7
	597	2.08567e+06	18221	6418.7
	598	2.07565e+06	18184.8	6418.7
	599	2.06569e+06	18148.3	6418.7
	600	2.0558e+06	18111.4	6418.7
	601	2.04598e+06	18074.3	6418.7
	602	2.03623e+06	18036.8	6418.7
	603	2.02654e+06	17999.1	6418.7
	604	2.01693e+06	17961.1	6418.7
	605	2.00738e+06	17922.8	6418.7
	606	1.99789e+06	17884.3	6418.7
	607	1.98848e+06	17845.6	6418.7
	608	1.97913e+06	17806.6	6418.7
	609	1.96984e+06	17767.4	6418.7
	610	1.96062e+06	17728	6418.7
	611	1.95147e+06	17688.3	6418.7
	612	1.94238e+06	17648.5	6418.7
	613	1.93336e+06	17608.5	6418.7
	614	1.9244e+06	17568.4	6418.7
	615	1.91551e+06	17528	6418.7
	616	1.90668e+06	17487.5	6418.7
	617	1.89791e+06	17446.9	6418.7
	618	1.88921e+06	17406.1	6418.7
	619	1.88057e+06	17365.1	6418.7
	620	1.87199e+06	17324.1	6418.7
	621	1.86348e+06	17282.9	6418.7
	622	1.85503e+06	17241.6	6418.7
	623	1.84664e+06	17200.2	6418.7
	624	1.83831e+06	17158.7	6418.7
	625	1.83004e+06	17117.1	6418.7
	626	1.82184e+06	17075.4	6418.7
	627	1.81369e+06	17033.6	6418.7
	628	1.80561e+06	16991.8	6418.7
	629	1.79758e+06	16949.9	6418.7
	630	1.78962e+06	16907.9	6418.7
	631	1.78171e+06	16865.9	6418.7
	632	1.77386e+06	16823.9	6418.7
	633	1.76608e+06	16781.8	6418.7
	634	1.75835e+06	16739.6	6418.7
	635	1.75068e+06	16697.5	6418.7
	636	1.74307e+06	16655.3	6418.7
	637	1.73552e+06	16613.1	6418.7
	638	1.72802e+06	16570.8	6418.7
	639	1.72058e+06	16528.6	6418.7
	640	1.7132e+06	16486.3	6418.7
	641	1.70588e+06	16444.1	6418.7
	642	1.69861e+06	16401.9	6418.7
	643	1.6914e+06	16359.6	6418.7
	644	1.68424e+06	16317.4	6418.7
	645	1.67715e+06	16275.2	6418.7
	646	1.6701e+06	16233	6418.7
	647	1.66312e+06	16190.9	6418.7
	648	1.65619e+06	16148.7	6418.7
	649	1.64931e+06	16106.6	6418.7
	650	1.64249e+06	16064.6	6418.7
	651	1.63572e+06	16022.6	6418.7
	652	1.62901e+06	15980.6	6418.7
	653	1.62235e+06	15938.7	6418.7
	654	1.61575e+06	15896.8	6418.7
	655	1.6092e+06	15855	6418.7
	656	1.6027e+06	15813.3	6418.7
	657	1.59626e+06	15771.6	6418.7
	658	1.58987e+06	15730	6418.7
	659	1.58354e+06	15688.4	6418.7
	660	1.57726e+06	15646.9	6418.7
	661	1.57103e+06	15605.5	6418.7
	662	1.56486e+06	15564.2	6418.7
	663	1.55874e+06	15523	6418.7
	664	1.55267e+06	15481.8	6418.7
	665	1.54665e+06	15440.7	6418.7
	666	1.54069e+06	15399.7	6418.7
	667	1.53478e+06	15358.9	6418.7
	668	1.52893e+06	15318.1	6418.7
	669	1.52312e+06	15277.4	6418.7
	670	1.51737e+06	15236.7	6418.7
	671	1.51167e+06	15196.2	6418.7
	672	1.50603e+06	15155.8	6418.7
	673	1.50044e+06	15115.6	6418.7
	674	1.4949e+06	15075.4	6418.7
	675	1.48941e+06	15035.3	6418.7
	676	1.48398e+06	14995.3	6418.7
	677	1.47859e+06	14955.5	6418.7
	678	1.47327e+06	14915.8	6418.7
	679	1.46799e+06	14876.2	6418.7
	680	1.46277e+06	14836.7	6418.7
	681	1.4576e+06	14797.3	6418.7
	682	1.45249e+06	14758.1	6418.7
	683	1.44743e+06	14719	6418.7
	684	1.44242e+06	14680	6418.7
	685	1.43747e+06	14641.1	6418.7
	686	1.43257e+06	14602.4	6418.7
	687	1.42773e+06	14563.8	6418.7
	688	1.42294e+06	14525.4	6418.7
	689	1.41821e+06	14487.1	6418.7
	690	1.41353e+06	14448.9	6418.7
	691	1.40891e+06	14410.9	6418.7
	692	1.40434e+06	14373	6418.7
	693	1.39983e+06	14335.3	6418.7
	694	1.39538e+06	14297.7	6418.7
	695	1.39098e+06	14260.2	6418.7
	696	1.38664e+06	14222.9	6418.7
	697	1.38236e+06	14185.8	6418.7
	698	1.37814e+06	14148.8	6418.7
	699	1.37398e+06	14112	6418.7
	700	1.36988e+06	14075.3	6418.7
	701	1.36584e+06	14038.8	6418.7
	702	1.36186e+06	14002.4	6418.7
	703	1.35794e+06	13966.2	6418.7
	704	1.35408e+06	13930.2	6418.7
	705	1.35028e+06	13894.3	6418.7
