	t	x	y	pescados
	90	1.75099e+06	50.4256	81.25
	91	1.82732e+06	50.8266	81.25
	92	1.90504e+06	51.2483	81.25
	93	1.98399e+06	51.6914	81.25
	94	2.06403e+06	52.1568	81.25
	95	2.14501e+06	52.6452	81.25
	96	2.22676e+06	53.1574	81.25
	97	2.3091e+06	53.6942	81.25
	98	2.39185e+06	54.2562	81.25
	99	2.47485e+06	54.8443	81.25
	100	2.55789e+06	55.4593	81.25
	101	2.64081e+06	56.1018	81.25
	102	2.72341e+06	56.7725	81.25
	103	2.80552e+06	57.4724	81.25
	104	2.88696e+06	58.2019	81.25
	105	2.96756e+06	58.962	81.25
	106	3.04715e+06	59.7532	81.25
	107	3.12559e+06	60.5763	81.25
	108	3.20273e+06	61.4319	81.25
	109	3.27843e+06	62.3207	81.25
	110	3.35257e+06	63.2434	81.25
	111	3.42505e+06	64.2007	81.25
	112	3.49575e+06	65.1931	81.25
	113	3.56459e+06	66.2214	81.25
	114	3.63151e+06	67.2862	81.25
	115	3.69643e+06	68.388	81.25
	116	3.7593e+06	69.5277	81.25
	117	3.8201e+06	70.7056	81.25
	118	3.87879e+06	71.9226	81.25
	119	3.93535e+06	73.1792	81.25
	120	3.98978e+06	74.4761	81.25
	121	4.04209e+06	75.8138	81.25
	122	4.09228e+06	77.1932	81.25
	123	4.14038e+06	78.6147	81.25
	124	4.18642e+06	80.079	81.25
	125	4.23042e+06	81.5869	81.25
	126	4.27243e+06	83.139	81.25
	127	4.3125e+06	84.736	81.25
	128	4.35066e+06	86.3786	81.25
	129	4.38699e+06	88.0675	81.25
	130	4.42152e+06	89.8035	81.25
	131	4.45431e+06	91.5873	81.25
	132	4.48544e+06	93.4197	81.25
	133	4.51495e+06	95.3015	81.25
	134	4.54291e+06	97.2335	81.25
	135	4.56937e+06	99.2165	81.25
	136	4.59441e+06	101.251	81.25
	137	4.61807e+06	103.339	81.25
	138	4.64043e+06	105.481	81.25
	139	4.66153e+06	107.677	81.25
	140	4.68144e+06	109.928	81.25
	141	4.70022e+06	112.236	81.25
	142	4.71791e+06	114.602	81.25
	143	4.73458e+06	117.027	81.25
	144	4.75027e+06	119.511	81.25
	145	4.76504e+06	122.056	81.25
	146	4.77892e+06	124.663	81.25
	147	4.79198e+06	127.332	81.25
	148	4.80425e+06	130.067	81.25
	149	4.81577e+06	132.866	81.25
	150	4.82659e+06	135.733	81.25
	151	4.83674e+06	138.667	81.25
	152	4.84627e+06	141.671	81.25
	153	4.85521e+06	144.746	81.25
	154	4.86358e+06	147.893	81.25
	155	4.87143e+06	151.113	81.25
	156	4.87878e+06	154.409	81.25
	157	4.88567e+06	157.781	81.25
	158	4.89211e+06	161.23	81.25
	159	4.89814e+06	164.76	81.25
	160	4.90377e+06	168.371	81.25
	161	4.90904e+06	172.065	81.25
	162	4.91397e+06	175.843	81.25
	163	4.91857e+06	179.708	81.25
	164	4.92286e+06	183.661	81.25
	165	4.92686e+06	187.704	81.25
	166	4.9306e+06	191.838	81.25
	167	4.93407e+06	196.067	81.25
	168	4.93731e+06	200.391	81.25
	169	4.94033e+06	204.812	81.25
	170	4.94313e+06	209.334	81.25
	171	4.94574e+06	213.957	81.25
	172	4.94815e+06	218.684	81.25
	173	4.95039e+06	223.517	81.25
	174	4.95247e+06	228.459	81.25
	175	4.95439e+06	233.511	81.25
	176	4.95616e+06	238.676	81.25
	177	4.9578e+06	243.956	81.25
	178	4.95931e+06	249.354	81.25
	179	4.96069e+06	254.872	81.25
	180	4.96196e+06	260.513	81.25
	181	4.96312e+06	266.279	81.25
	182	4.96418e+06	272.174	81.25
	183	4.96601e+06	97.3805	258.163
	184	4.96771e+06	99.5481	258.163
	185	4.96929e+06	101.764	258.163
	186	4.97076e+06	104.031	258.163
	187	4.97213e+06	106.348	258.163
	188	4.9734e+06	108.717	258.163
	189	4.97457e+06	111.14	258.163
	190	4.97566e+06	113.617	258.163
	191	4.97667e+06	116.149	258.163
	192	4.9776e+06	118.739	258.163
	193	4.97846e+06	121.386	258.163
	194	4.97925e+06	124.093	258.163
	195	4.97997e+06	126.86	258.163
	196	4.98064e+06	129.689	258.163
	197	4.98125e+06	132.581	258.163
	198	4.9818e+06	135.538	258.163
	199	4.98231e+06	138.561	258.163
	200	4.98277e+06	141.651	258.163
	201	4.98318e+06	144.811	258.163
	202	4.98356e+06	148.04	258.163
	203	4.98389e+06	151.342	258.163
	204	4.98419e+06	154.717	258.163
	205	4.98445e+06	158.168	258.163
	206	4.98467e+06	161.695	258.163
	207	4.98487e+06	165.3	258.163
	208	4.98503e+06	168.986	258.163
	209	4.98517e+06	172.754	258.163
	210	4.98528e+06	176.605	258.163
	211	4.98536e+06	180.542	258.163
	212	4.98542e+06	184.566	258.163
	213	4.98545e+06	188.679	258.163
	214	4.98546e+06	192.884	258.163
	215	4.98546e+06	197.182	258.163
	216	4.98543e+06	201.575	258.163
	217	4.98538e+06	206.065	258.163
	218	4.98531e+06	210.655	258.163
	219	4.98522e+06	215.346	258.163
	220	4.98512e+06	220.141	258.163
	221	4.985e+06	225.042	258.163
	222	4.98486e+06	230.051	258.163
	223	4.98471e+06	235.171	258.163
	224	4.98455e+06	240.403	258.163
	225	4.98436e+06	245.752	258.163
	226	4.98417e+06	251.218	258.163
	227	4.98396e+06	256.804	258.163
	228	4.98373e+06	262.514	258.163
	229	4.98349e+06	268.35	258.163
	230	4.98324e+06	274.313	258.163
	231	4.98298e+06	280.408	258.163
	232	4.9827e+06	286.637	258.163
	233	4.98241e+06	293.003	258.163
	234	4.98211e+06	299.509	258.163
	235	4.98179e+06	306.157	258.163
	236	4.98146e+06	312.952	258.163
	237	4.98112e+06	319.895	258.163
	238	4.98077e+06	326.99	258.163
	239	4.98041e+06	334.241	258.163
	240	4.98003e+06	341.65	258.163
	241	4.97964e+06	349.222	258.163
	242	4.97924e+06	356.959	258.163
	243	4.97883e+06	364.865	258.163
	244	4.9784e+06	372.943	258.163
	245	4.97797e+06	381.198	258.163
	246	4.97752e+06	389.632	258.163
	247	4.97706e+06	398.251	258.163
	248	4.97658e+06	407.057	258.163
	249	4.97609e+06	416.054	258.163
	250	4.97559e+06	425.247	258.163
	251	4.97508e+06	434.64	258.163
	252	4.97455e+06	444.236	258.163
	253	4.97401e+06	454.041	258.163
	254	4.97346e+06	464.058	258.163
	255	4.97289e+06	474.292	258.163
	256	4.97231e+06	484.747	258.163
	257	4.97172e+06	495.428	258.163
	258	4.97111e+06	506.34	258.163
	259	4.97048e+06	517.487	258.163
	260	4.96984e+06	528.875	258.163
	261	4.96919e+06	540.508	258.163
	262	4.96852e+06	552.39	258.163
	263	4.96784e+06	564.529	258.163
	264	4.96714e+06	576.927	258.163
	265	4.96642e+06	589.592	258.163
	266	4.96569e+06	602.528	258.163
	267	4.96494e+06	615.741	258.163
	268	4.96417e+06	629.236	258.163
	269	4.96339e+06	643.02	258.163
	270	4.96259e+06	657.097	258.163
	271	4.96177e+06	671.475	258.163
	272	4.96093e+06	686.158	258.163
	273	4.96008e+06	701.153	258.163
	274	4.9592e+06	716.466	258.163
	275	4.95831e+06	732.104	258.163
	276	4.95739e+06	748.073	258.163
	277	4.95646e+06	764.38	258.163
	278	4.9555e+06	781.031	258.163
	279	4.95453e+06	798.033	258.163
	280	4.95353e+06	815.393	258.163
	281	4.95251e+06	833.117	258.163
	282	4.95147e+06	851.214	258.163
	283	4.95041e+06	869.69	258.163
	284	4.94932e+06	888.552	258.163
	285	4.94821e+06	907.808	258.163
	286	4.94708e+06	927.466	258.163
	287	4.94592e+06	947.533	258.163
	288	4.94473e+06	968.017	258.163
	289	4.94352e+06	988.926	258.163
	290	4.94229e+06	1010.27	258.163
	291	4.94103e+06	1032.05	258.163
	292	4.93974e+06	1054.28	258.163
	293	4.93842e+06	1076.97	258.163
	294	4.93708e+06	1100.13	258.163
	295	4.93571e+06	1123.76	258.163
	296	4.9343e+06	1147.88	258.163
	297	4.93287e+06	1172.49	258.163
	298	4.93141e+06	1197.59	258.163
	299	4.92991e+06	1223.21	258.163
	300	4.92839e+06	1249.35	258.163
	301	4.92683e+06	1276.02	258.163
	302	4.92524e+06	1303.23	258.163
	303	4.92362e+06	1330.98	258.163
	304	4.92196e+06	1359.3	258.163
	305	4.92027e+06	1388.18	258.163
	306	4.91854e+06	1417.63	258.163
	307	4.91678e+06	1447.68	258.163
	308	4.91497e+06	1478.32	258.163
	309	4.91314e+06	1509.57	258.163
	310	4.91126e+06	1541.44	258.163
	311	4.90934e+06	1573.93	258.163
	312	4.90739e+06	1607.06	258.163
	313	4.90539e+06	1640.85	258.163
	314	4.90336e+06	1675.29	258.163
	315	4.90128e+06	1710.4	258.163
	316	4.89915e+06	1746.2	258.163
	317	4.89699e+06	1782.69	258.163
	318	4.89478e+06	1819.88	258.163
	319	4.89252e+06	1857.78	258.163
	320	4.89022e+06	1896.41	258.163
	321	4.88788e+06	1935.78	258.163
	322	4.88548e+06	1975.9	258.163
	323	4.88304e+06	2016.77	258.163
	324	4.88054e+06	2058.42	258.163
	325	4.878e+06	2100.84	258.163
	326	4.8754e+06	2144.06	258.163
	327	4.87276e+06	2188.09	258.163
	328	4.87006e+06	2232.93	258.163
	329	4.8673e+06	2278.6	258.163
	330	4.86449e+06	2325.11	258.163
	331	4.86163e+06	2372.47	258.163
	332	4.85871e+06	2420.69	258.163
	333	4.85573e+06	2469.78	258.163
	334	4.85269e+06	2519.76	258.163
	335	4.84959e+06	2570.64	258.163
	336	4.84643e+06	2622.42	258.163
	337	4.84321e+06	2675.12	258.163
	338	4.83993e+06	2728.76	258.163
	339	4.83659e+06	2783.33	258.163
	340	4.83318e+06	2838.86	258.163
	341	4.8297e+06	2895.34	258.163
	342	4.82615e+06	2952.81	258.163
	343	4.82254e+06	3011.26	258.163
	344	4.81886e+06	3070.7	258.163
	345	4.81511e+06	3131.15	258.163
	346	4.81129e+06	3192.62	258.163
	347	4.8074e+06	3255.11	258.163
	348	4.80343e+06	3318.64	258.163
	349	4.79939e+06	3383.21	258.163
	350	4.79527e+06	3448.84	258.163
	351	4.79108e+06	3515.54	258.163
	352	4.78681e+06	3583.3	258.163
	353	4.78246e+06	3652.15	258.163
	354	4.77803e+06	3722.09	258.163
	355	4.77352e+06	3793.14	258.163
	356	4.76893e+06	3865.28	258.163
	357	4.76425e+06	3938.54	258.163
	358	4.75949e+06	4012.93	258.163
	359	4.75465e+06	4088.44	258.163
	360	4.74972e+06	4165.08	258.163
	361	4.7447e+06	4242.87	258.163
	362	4.73959e+06	4321.8	258.163
	363	4.73439e+06	4401.89	258.163
	364	4.7291e+06	4483.13	258.163
	365	4.73799e+06	1600.89	3172.2
	366	4.74621e+06	1633.36	3172.2
	367	4.75379e+06	1666.51	3172.2
	368	4.76077e+06	1700.35	3172.2
	369	4.76717e+06	1734.9	3172.2
	370	4.77303e+06	1770.15	3172.2
	371	4.77837e+06	1806.13	3172.2
	372	4.78321e+06	1842.84	3172.2
	373	4.7876e+06	1880.3	3172.2
	374	4.79154e+06	1918.5	3172.2
	375	4.79506e+06	1957.47	3172.2
	376	4.79817e+06	1997.21	3172.2
	377	4.80091e+06	2037.73	3172.2
	378	4.80329e+06	2079.04	3172.2
	379	4.80532e+06	2121.16	3172.2
	380	4.80703e+06	2164.1	3172.2
	381	4.80843e+06	2207.85	3172.2
	382	4.80952e+06	2252.45	3172.2
	383	4.81033e+06	2297.89	3172.2
	384	4.81088e+06	2344.19	3172.2
	385	4.81116e+06	2391.35	3172.2
	386	4.81119e+06	2439.4	3172.2
	387	4.81099e+06	2488.34	3172.2
	388	4.81056e+06	2538.17	3172.2
	389	4.80991e+06	2588.92	3172.2
	390	4.80906e+06	2640.59	3172.2
	391	4.808e+06	2693.19	3172.2
	392	4.80675e+06	2746.74	3172.2
	393	4.8053e+06	2801.24	3172.2
	394	4.80368e+06	2856.71	3172.2
	395	4.80189e+06	2913.15	3172.2
	396	4.79992e+06	2970.58	3172.2
	397	4.79779e+06	3029	3172.2
	398	4.7955e+06	3088.43	3172.2
	399	4.79306e+06	3148.88	3172.2
	400	4.79047e+06	3210.35	3172.2
	401	4.78773e+06	3272.86	3172.2
	402	4.78484e+06	3336.41	3172.2
	403	4.78182e+06	3401.02	3172.2
	404	4.77865e+06	3466.7	3172.2
	405	4.77536e+06	3533.44	3172.2
	406	4.77193e+06	3601.27	3172.2
	407	4.76837e+06	3670.19	3172.2
	408	4.76468e+06	3740.21	3172.2
	409	4.76086e+06	3811.33	3172.2
	410	4.75693e+06	3883.57	3172.2
	411	4.75286e+06	3956.92	3172.2
	412	4.74868e+06	4031.41	3172.2
	413	4.74438e+06	4107.03	3172.2
	414	4.73995e+06	4183.79	3172.2
	415	4.73541e+06	4261.7	3172.2
	416	4.73075e+06	4340.75	3172.2
	417	4.72597e+06	4420.97	3172.2
	418	4.72107e+06	4502.34	3172.2
	419	4.71606e+06	4584.89	3172.2
	420	4.71093e+06	4668.59	3172.2
	421	4.70569e+06	4753.48	3172.2
	422	4.70033e+06	4839.53	3172.2
	423	4.69485e+06	4926.76	3172.2
	424	4.68926e+06	5015.17	3172.2
	425	4.68356e+06	5104.75	3172.2
	426	4.67774e+06	5195.51	3172.2
	427	4.6718e+06	5287.45	3172.2
	428	4.66575e+06	5380.57	3172.2
	429	4.65958e+06	5474.86	3172.2
	430	4.6533e+06	5570.33	3172.2
	431	4.6469e+06	5666.96	3172.2
	432	4.64039e+06	5764.76	3172.2
	433	4.63375e+06	5863.71	3172.2
	434	4.62701e+06	5963.83	3172.2
	435	4.62014e+06	6065.09	3172.2
	436	4.61315e+06	6167.49	3172.2
	437	4.60605e+06	6271.03	3172.2
	438	4.59883e+06	6375.69	3172.2
	439	4.59149e+06	6481.47	3172.2
	440	4.58403e+06	6588.35	3172.2
	441	4.57646e+06	6696.33	3172.2
	442	4.56876e+06	6805.39	3172.2
	443	4.56094e+06	6915.52	3172.2
	444	4.55301e+06	7026.71	3172.2
	445	4.54495e+06	7138.94	3172.2
	446	4.53677e+06	7252.2	3172.2
	447	4.52847e+06	7366.46	3172.2
	448	4.52004e+06	7481.72	3172.2
	449	4.5115e+06	7597.95	3172.2
	450	4.50283e+06	7715.14	3172.2
	451	4.49405e+06	7833.26	3172.2
	452	4.48514e+06	7952.29	3172.2
	453	4.4761e+06	8072.22	3172.2
	454	4.46695e+06	8193.01	3172.2
	455	4.45767e+06	8314.65	3172.2
	456	4.44827e+06	8437.11	3172.2
	457	4.43875e+06	8560.37	3172.2
	458	4.4291e+06	8684.39	3172.2
	459	4.41933e+06	8809.15	3172.2
	460	4.40944e+06	8934.62	3172.2
	461	4.39943e+06	9060.78	3172.2
	462	4.38929e+06	9187.59	3172.2
	463	4.37903e+06	9315.02	3172.2
	464	4.36865e+06	9443.04	3172.2
	465	4.35815e+06	9571.62	3172.2
	466	4.34753e+06	9700.72	3172.2
	467	4.33679e+06	9830.31	3172.2
	468	4.32593e+06	9960.35	3172.2
	469	4.31494e+06	10090.8	3172.2
	470	4.30384e+06	10221.7	3172.2
	471	4.29263e+06	10352.9	3172.2
	472	4.28129e+06	10484.4	3172.2
	473	4.26984e+06	10616.1	3172.2
	474	4.25827e+06	10748.1	3172.2
	475	4.24658e+06	10880.3	3172.2
	476	4.23478e+06	11012.7	3172.2
	477	4.22287e+06	11145.1	3172.2
	478	4.21084e+06	11277.7	3172.2
	479	4.19871e+06	11410.2	3172.2
	480	4.18646e+06	11542.8	3172.2
	481	4.1741e+06	11675.3	3172.2
	482	4.16164e+06	11807.7	3172.2
	483	4.14907e+06	11939.9	3172.2
	484	4.13639e+06	12072	3172.2
	485	4.12361e+06	12203.8	3172.2
	486	4.11072e+06	12335.4	3172.2
	487	4.09773e+06	12466.7	3172.2
	488	4.08465e+06	12597.6	3172.2
	489	4.07146e+06	12728.2	3172.2
	490	4.05818e+06	12858.2	3172.2
	491	4.0448e+06	12987.9	3172.2
	492	4.03133e+06	13116.9	3172.2
	493	4.01777e+06	13245.5	3172.2
	494	4.00411e+06	13373.4	3172.2
	495	3.99037e+06	13500.6	3172.2
	496	3.97654e+06	13627.2	3172.2
	497	3.96263e+06	13753	3172.2
	498	3.94863e+06	13878.1	3172.2
	499	3.93455e+06	14002.4	3172.2
	500	3.9204e+06	14125.8	3172.2
	501	3.90616e+06	14248.3	3172.2
	502	3.89185e+06	14369.8	3172.2
	503	3.87747e+06	14490.4	3172.2
	504	3.86302e+06	14610	3172.2
	505	3.8485e+06	14728.6	3172.2
	506	3.83391e+06	14846	3172.2
	507	3.81926e+06	14962.4	3172.2
	508	3.80454e+06	15077.6	3172.2
	509	3.78977e+06	15191.6	3172.2
	510	3.77493e+06	15304.4	3172.2
	511	3.76004e+06	15416	3172.2
	512	3.7451e+06	15526.3	3172.2
	513	3.73011e+06	15635.2	3172.2
	514	3.71506e+06	15742.9	3172.2
	515	3.69998e+06	15849.1	3172.2
	516	3.68484e+06	15954	3172.2
	517	3.66967e+06	16057.4	3172.2
	518	3.65445e+06	16159.4	3172.2
	519	3.6392e+06	16260	3172.2
	520	3.62391e+06	16359	3172.2
	521	3.60859e+06	16456.5	3172.2
	522	3.59324e+06	16552.5	3172.2
	523	3.57786e+06	16647	3172.2
	524	3.56246e+06	16739.8	3172.2
	525	3.54703e+06	16831.1	3172.2
	526	3.53158e+06	16920.8	3172.2
	527	3.51611e+06	17008.8	3172.2
	528	3.50063e+06	17095.2	3172.2
	529	3.48513e+06	17179.9	3172.2
	530	3.46962e+06	17263	3172.2
	531	3.4541e+06	17344.4	3172.2
	532	3.43857e+06	17424.1	3172.2
	533	3.42303e+06	17502.2	3172.2
	534	3.40749e+06	17578.5	3172.2
	535	3.39195e+06	17653.1	3172.2
	536	3.37641e+06	17726	3172.2
	537	3.36088e+06	17797.2	3172.2
	538	3.34534e+06	17866.7	3172.2
	539	3.32982e+06	17934.4	3172.2
	540	3.31431e+06	18000.4	3172.2
	541	3.2988e+06	18064.7	3172.2
	542	3.28331e+06	18127.2	3172.2
	543	3.26783e+06	18188.1	3172.2
	544	3.25238e+06	18247.1	3172.2
	545	3.23694e+06	18304.5	3172.2
	546	3.22152e+06	18360.2	3172.2
	547	3.26518e+06	6493.42	15106.3
	548	3.30762e+06	6562.47	15106.3
	549	3.34882e+06	6633.19	15106.3
	550	3.38874e+06	6705.6	15106.3
	551	3.42736e+06	6779.67	15106.3
	552	3.46467e+06	6855.39	15106.3
	553	3.50065e+06	6932.77	15106.3
	554	3.53531e+06	7011.78	15106.3
	555	3.56862e+06	7092.41	15106.3
	556	3.6006e+06	7174.65	15106.3
	557	3.63124e+06	7258.48	15106.3
	558	3.66056e+06	7343.89	15106.3
	559	3.68855e+06	7430.85	15106.3
	560	3.71525e+06	7519.35	15106.3
	561	3.74065e+06	7609.36	15106.3
	562	3.76478e+06	7700.87	15106.3
	563	3.78766e+06	7793.85	15106.3
	564	3.8093e+06	7888.27	15106.3
	565	3.82974e+06	7984.12	15106.3
	566	3.84898e+06	8081.36	15106.3
	567	3.86707e+06	8179.97	15106.3
	568	3.88402e+06	8279.92	15106.3
	569	3.89987e+06	8381.18	15106.3
	570	3.91463e+06	8483.73	15106.3
	571	3.92834e+06	8587.52	15106.3
	572	3.94103e+06	8692.53	15106.3
	573	3.95272e+06	8798.74	15106.3
	574	3.96344e+06	8906.09	15106.3
	575	3.97322e+06	9014.57	15106.3
	576	3.98209e+06	9124.13	15106.3
	577	3.99008e+06	9234.74	15106.3
	578	3.99721e+06	9346.36	15106.3
	579	4.00351e+06	9458.96	15106.3
	580	4.00902e+06	9572.51	15106.3
	581	4.01374e+06	9686.95	15106.3
	582	4.01772e+06	9802.25	15106.3
	583	4.02097e+06	9918.38	15106.3
	584	4.02352e+06	10035.3	15106.3
	585	4.02539e+06	10152.9	15106.3
	586	4.02662e+06	10271.3	15106.3
	587	4.02721e+06	10390.3	15106.3
	588	4.02719e+06	10509.9	15106.3
	589	4.02659e+06	10630.2	15106.3
	590	4.02542e+06	10750.9	15106.3
	591	4.0237e+06	10872.1	15106.3
	592	4.02146e+06	10993.8	15106.3
	593	4.01871e+06	11115.9	15106.3
	594	4.01546e+06	11238.3	15106.3
	595	4.01175e+06	11361.1	15106.3
	596	4.00758e+06	11484.1	15106.3
	597	4.00297e+06	11607.3	15106.3
	598	3.99794e+06	11730.8	15106.3
	599	3.9925e+06	11854.3	15106.3
	600	3.98667e+06	11978	15106.3
	601	3.98046e+06	12101.6	15106.3
	602	3.97388e+06	12225.3	15106.3
	603	3.96695e+06	12348.9	15106.3
	604	3.95967e+06	12472.5	15106.3
	605	3.95207e+06	12595.9	15106.3
	606	3.94416e+06	12719.1	15106.3
	607	3.93594e+06	12842.1	15106.3
	608	3.92742e+06	12964.8	15106.3
	609	3.91863e+06	13087.1	15106.3
	610	3.90956e+06	13209.1	15106.3
	611	3.90022e+06	13330.7	15106.3
	612	3.89064e+06	13451.9	15106.3
	613	3.8808e+06	13572.5	15106.3
	614	3.87074e+06	13692.7	15106.3
	615	3.86044e+06	13812.2	15106.3
	616	3.84993e+06	13931.1	15106.3
	617	3.83921e+06	14049.3	15106.3
	618	3.82828e+06	14166.8	15106.3
	619	3.81716e+06	14283.6	15106.3
	620	3.80585e+06	14399.6	15106.3
	621	3.79436e+06	14514.7	15106.3
	622	3.78269e+06	14629	15106.3
	623	3.77086e+06	14742.4	15106.3
	624	3.75887e+06	14854.8	15106.3
	625	3.74672e+06	14966.3	15106.3
	626	3.73443e+06	15076.7	15106.3
	627	3.72199e+06	15186.1	15106.3
	628	3.70941e+06	15294.4	15106.3
	629	3.69671e+06	15401.6	15106.3
	630	3.68388e+06	15507.7	15106.3
	631	3.67092e+06	15612.5	15106.3
	632	3.65786e+06	15716.2	15106.3
	633	3.64468e+06	15818.6	15106.3
	634	3.6314e+06	15919.7	15106.3
	635	3.61802e+06	16019.6	15106.3
	636	3.60454e+06	16118.1	15106.3
	637	3.59097e+06	16215.3	15106.3
	638	3.57732e+06	16311	15106.3
	639	3.56358e+06	16405.5	15106.3
	640	3.54976e+06	16498.4	15106.3
	641	3.53588e+06	16590	15106.3
	642	3.52192e+06	16680.1	15106.3
	643	3.50789e+06	16768.7	15106.3
	644	3.49381e+06	16855.8	15106.3
	645	3.47967e+06	16941.4	15106.3
	646	3.46547e+06	17025.4	15106.3
	647	3.45122e+06	17108	15106.3
	648	3.43693e+06	17188.9	15106.3
	649	3.42259e+06	17268.3	15106.3
	650	3.40822e+06	17346.1	15106.3
	651	3.3938e+06	17422.4	15106.3
	652	3.37936e+06	17497	15106.3
	653	3.36488e+06	17570	15106.3
	654	3.35038e+06	17641.4	15106.3
	655	3.33585e+06	17711.2	15106.3
	656	3.3213e+06	17779.3	15106.3
	657	3.30674e+06	17845.8	15106.3
	658	3.29216e+06	17910.7	15106.3
	659	3.27757e+06	17973.9	15106.3
	660	3.26296e+06	18035.5	15106.3
	661	3.24836e+06	18095.4	15106.3
	662	3.23374e+06	18153.7	15106.3
	663	3.21913e+06	18210.4	15106.3
	664	3.20452e+06	18265.4	15106.3
	665	3.18991e+06	18318.8	15106.3
	666	3.1753e+06	18370.5	15106.3
	667	3.16071e+06	18420.6	15106.3
	668	3.14612e+06	18469.1	15106.3
	669	3.13155e+06	18516	15106.3
	670	3.117e+06	18561.3	15106.3
	671	3.10246e+06	18605	15106.3
	672	3.08793e+06	18647	15106.3
	673	3.07343e+06	18687.5	15106.3
	674	3.05896e+06	18726.4	15106.3
	675	3.04451e+06	18763.8	15106.3
	676	3.03008e+06	18799.6	15106.3
	677	3.01568e+06	18833.8	15106.3
	678	3.00132e+06	18866.5	15106.3
	679	2.98699e+06	18897.7	15106.3
	680	2.97269e+06	18927.4	15106.3
	681	2.95842e+06	18955.5	15106.3
	682	2.94419e+06	18982.2	15106.3
	683	2.93e+06	19007.5	15106.3
	684	2.91585e+06	19031.3	15106.3
	685	2.90175e+06	19053.6	15106.3
	686	2.88768e+06	19074.5	15106.3
	687	2.87366e+06	19094	15106.3
	688	2.85969e+06	19112.2	15106.3
	689	2.84576e+06	19128.9	15106.3
	690	2.83188e+06	19144.3	15106.3
	691	2.81804e+06	19158.3	15106.3
	692	2.80426e+06	19171.1	15106.3
	693	2.79053e+06	19182.5	15106.3
	694	2.77685e+06	19192.6	15106.3
	695	2.76323e+06	19201.5	15106.3
	696	2.74966e+06	19209.1	15106.3
	697	2.73614e+06	19215.4	15106.3
	698	2.72268e+06	19220.6	15106.3
	699	2.70928e+06	19224.5	15106.3
	700	2.69594e+06	19227.3	15106.3
	701	2.68265e+06	19228.9	15106.3
	702	2.66943e+06	19229.3	15106.3
	703	2.65626e+06	19228.7	15106.3
	704	2.64316e+06	19226.9	15106.3
	705	2.63011e+06	19224	15106.3
	706	2.61713e+06	19220.1	15106.3
	707	2.60421e+06	19215.1	15106.3
